project_id,task_id,template_id,task_name,start_date,end_date,owner,location,status,risk,sla_due,dependency
PROJ-00045,TASK-000157,TEMPLATE-008,Power Backup Setup - Survey,2024-07-01,2024-07-03,Eric Delacruz,Delhi,Delayed,Low,2024-07-06,TASK-000156
PROJ-00045,TASK-000158,TEMPLATE-008,Power Backup Setup - Excavation,2024-07-01,2024-07-03,Elizabeth Anderson,Chennai,Completed,Medium,2024-07-06,TASK-000157
PROJ-00045,TASK-000159,TEMPLATE-008,Power Backup Setup - Cable Laying,2024-07-01,2024-07-04,Christina Fletcher,Chennai,Not Started,High,2024-07-06,TASK-000158
PROJ-00046,TASK-000160,TEMPLATE-004,Fiber Trenching - Survey,2025-04-10,2025-04-12,Jay Walters,Delhi,Delayed,Medium,2025-04-22,TASK-000159
PROJ-00046,TASK-000161,TEMPLATE-004,Fiber Trenching - Excavation,2025-04-10,2025-04-19,Catherine Stewart,Delhi,Delayed,High,2025-04-22,TASK-000160
PROJ-00046,TASK-000162,TEMPLATE-004,Fiber Trenching - Cable Laying,2025-04-10,2025-04-18,Dawn Spencer,Bangalore,Not Started,Low,2025-04-22,TASK-000161
PROJ-00047,TASK-000163,TEMPLATE-005,RF Optimization - Survey,2024-11-27,2024-12-01,William Hardin,Bangalore,In Progress,Medium,2024-12-07,TASK-000162
PROJ-00047,TASK-000164,TEMPLATE-005,RF Optimization - Excavation,2024-11-27,2024-12-03,Jeffrey Wilson,Bangalore,Completed,Medium,2024-12-07,TASK-000163
PROJ-00047,TASK-000165,TEMPLATE-005,RF Optimization - Cable Laying,2024-11-27,2024-12-03,Emily Perkins,Chennai,Delayed,Medium,2024-12-07,TASK-000164
PROJ-00047,TASK-000166,TEMPLATE-005,RF Optimization - Testing,2024-11-27,2024-12-02,Matthew Green,Chennai,In Progress,Low,2024-12-07,TASK-000165
PROJ-00048,TASK-000167,TEMPLATE-004,Fiber Trenching - Survey,2024-09-11,2024-09-17,Melissa Gomez,Mumbai,In Progress,Low,2024-09-23,TASK-000166
PROJ-00048,TASK-000168,TEMPLATE-004,Fiber Trenching - Excavation,2024-09-11,2024-09-15,Dr. Oscar Wolf MD,Bangalore,Completed,High,2024-09-23,TASK-000167
PROJ-00048,TASK-000169,TEMPLATE-004,Fiber Trenching - Cable Laying,2024-09-11,2024-09-21,Brian Luna,Hyderabad,Completed,Low,2024-09-23,TASK-000168
PROJ-00049,TASK-000170,TEMPLATE-004,Fiber Trenching - Survey,2024-11-20,2024-11-25,David Fry,Delhi,Completed,Low,2024-12-02,TASK-000169
PROJ-00049,TASK-000171,TEMPLATE-004,Fiber Trenching - Excavation,2024-11-20,2024-11-25,Edward Bautista,Mumbai,In Progress,Medium,2024-12-02,TASK-000170
PROJ-00049,TASK-000172,TEMPLATE-004,Fiber Trenching - Cable Laying,2024-11-20,2024-11-21,Jennifer Bailey MD,Mumbai,Completed,High,2024-12-02,TASK-000171
PROJ-00050,TASK-000173,TEMPLATE-003,Site Acceptance Test - Survey,2025-04-02,2025-04-04,Rachel Williamson,Mumbai,Not Started,High,2025-04-06,TASK-000172
PROJ-00050,TASK-000174,TEMPLATE-003,Site Acceptance Test - Excavation,2025-04-02,2025-04-04,Jeremy Tran,Bangalore,Delayed,Medium,2025-04-06,TASK-000173
PROJ-00050,TASK-000175,TEMPLATE-003,Site Acceptance Test - Cable Laying,2025-04-02,2025-04-04,Anthony Powell,Delhi,Not Started,Medium,2025-04-06,TASK-000174
PROJ-00051,TASK-000176,TEMPLATE-008,Power Backup Setup - Survey,2025-05-19,2025-05-20,Lauren King,Mumbai,Delayed,Medium,2025-05-24,TASK-000175
PROJ-00051,TASK-000177,TEMPLATE-008,Power Backup Setup - Excavation,2025-05-19,2025-05-20,Curtis Thompson,Hyderabad,Not Started,Low,2025-05-24,TASK-000176
PROJ-00051,TASK-000178,TEMPLATE-008,Power Backup Setup - Cable Laying,2025-05-19,2025-05-20,Kristy Mitchell,Hyderabad,Completed,Low,2025-05-24,TASK-000177
PROJ-00052,TASK-000179,TEMPLATE-004,Fiber Trenching - Survey,2024-11-09,2024-11-11,Erica Armstrong,Hyderabad,Delayed,High,2024-11-21,TASK-000178
PROJ-00052,TASK-000180,TEMPLATE-004,Fiber Trenching - Excavation,2024-11-09,2024-11-19,Jennifer Marshall,Hyderabad,In Progress,High,2024-11-21,TASK-000179
PROJ-00052,TASK-000181,TEMPLATE-004,Fiber Trenching - Cable Laying,2024-11-09,2024-11-16,Mark Peterson,Bangalore,Delayed,Medium,2024-11-21,TASK-000180
PROJ-00053,TASK-000182,TEMPLATE-010,Site Acceptance Test - Survey,2025-04-15,2025-04-22,Michael Stewart,Chennai,Not Started,High,2025-04-27,TASK-000181
PROJ-00053,TASK-000183,TEMPLATE-010,Site Acceptance Test - Excavation,2025-04-15,2025-04-17,Melanie Moore,Delhi,In Progress,Medium,2025-04-27,TASK-000182
PROJ-00053,TASK-000184,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-04-15,2025-04-17,Debra Clark,Delhi,In Progress,Low,2025-04-27,TASK-000183
PROJ-00054,TASK-000185,TEMPLATE-009,Power Backup Setup - Survey,2024-09-03,2024-09-04,Dana Campbell,Delhi,Not Started,Medium,2024-09-12,TASK-000184
PROJ-00054,TASK-000186,TEMPLATE-009,Power Backup Setup - Excavation,2024-09-03,2024-09-07,Kevin Johnson,Hyderabad,Delayed,Medium,2024-09-12,TASK-000185
PROJ-00054,TASK-000187,TEMPLATE-009,Power Backup Setup - Cable Laying,2024-09-03,2024-09-04,Mike Reyes,Delhi,Completed,High,2024-09-12,TASK-000186
PROJ-00054,TASK-000188,TEMPLATE-009,Power Backup Setup - Testing,2024-09-03,2024-09-06,Brenda Steele,Bangalore,Not Started,High,2024-09-12,TASK-000187
PROJ-00054,TASK-000189,TEMPLATE-009,Power Backup Setup - Handover,2024-09-03,2024-09-05,Bruce Stevens,Chennai,In Progress,Medium,2024-09-12,TASK-000188
PROJ-00055,TASK-000190,TEMPLATE-002,Fiber Trenching - Survey,2024-08-08,2024-08-17,Ms. Rebecca Miller MD,Delhi,In Progress,Medium,2024-08-23,TASK-000189
PROJ-00055,TASK-000191,TEMPLATE-002,Fiber Trenching - Excavation,2024-08-08,2024-08-11,Leslie Baker,Mumbai,Not Started,Low,2024-08-23,TASK-000190
PROJ-00055,TASK-000192,TEMPLATE-002,Fiber Trenching - Cable Laying,2024-08-08,2024-08-21,Travis Lopez,Chennai,Completed,Medium,2024-08-23,TASK-000191
PROJ-00056,TASK-000193,TEMPLATE-002,Fiber Trenching - Survey,2025-04-04,2025-04-12,Deborah Gonzalez,Chennai,Delayed,Medium,2025-04-19,TASK-000192
PROJ-00056,TASK-000194,TEMPLATE-002,Fiber Trenching - Excavation,2025-04-04,2025-04-13,Sandra Rodriguez,Hyderabad,Delayed,Medium,2025-04-19,TASK-000193
PROJ-00056,TASK-000195,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-04-04,2025-04-06,Anthony Oliver,Hyderabad,Not Started,Medium,2025-04-19,TASK-000194
PROJ-00057,TASK-000196,TEMPLATE-006,Power Backup Setup - Survey,2025-02-21,2025-03-03,David Cook,Chennai,Not Started,Low,2025-03-09,TASK-000195
PROJ-00057,TASK-000197,TEMPLATE-006,Power Backup Setup - Excavation,2025-02-21,2025-02-25,Jennifer Wilson,Hyderabad,Not Started,High,2025-03-09,TASK-000196
PROJ-00057,TASK-000198,TEMPLATE-006,Power Backup Setup - Cable Laying,2025-02-21,2025-03-07,Nicholas Myers,Chennai,Not Started,Low,2025-03-09,TASK-000197
PROJ-00058,TASK-000199,TEMPLATE-008,Power Backup Setup - Survey,2025-05-19,2025-05-22,Anna Petersen,Bangalore,Completed,Low,2025-05-24,TASK-000198
PROJ-00058,TASK-000200,TEMPLATE-008,Power Backup Setup - Excavation,2025-05-19,2025-05-22,Jacqueline Lara,Bangalore,Delayed,Low,2025-05-24,TASK-000199
PROJ-00058,TASK-000201,TEMPLATE-008,Power Backup Setup - Cable Laying,2025-05-19,2025-05-21,David Navarro,Chennai,Delayed,Medium,2025-05-24,TASK-000200
PROJ-00059,TASK-000202,TEMPLATE-006,Power Backup Setup - Survey,2024-09-18,2024-09-29,Jennifer Sullivan,Mumbai,In Progress,Medium,2024-10-04,TASK-000201
PROJ-00059,TASK-000203,TEMPLATE-006,Power Backup Setup - Excavation,2024-09-18,2024-09-25,Phillip Smith,Bangalore,Completed,High,2024-10-04,TASK-000202
PROJ-00059,TASK-000204,TEMPLATE-006,Power Backup Setup - Cable Laying,2024-09-18,2024-09-25,Nicholas Sanchez,Hyderabad,Not Started,Medium,2024-10-04,TASK-000203
PROJ-00060,TASK-000205,TEMPLATE-002,Fiber Trenching - Survey,2024-07-12,2024-07-18,Larry Harris,Chennai,Completed,Low,2024-07-27,TASK-000204
PROJ-00060,TASK-000206,TEMPLATE-002,Fiber Trenching - Excavation,2024-07-12,2024-07-25,Leah Garcia,Bangalore,Not Started,High,2024-07-27,TASK-000205
PROJ-00060,TASK-000207,TEMPLATE-002,Fiber Trenching - Cable Laying,2024-07-12,2024-07-21,Laura Vang,Bangalore,Delayed,Low,2024-07-27,TASK-000206
PROJ-00061,TASK-000208,TEMPLATE-004,Fiber Trenching - Survey,2024-09-22,2024-10-01,Kevin Hall,Chennai,Delayed,High,2024-10-04,TASK-000207
PROJ-00061,TASK-000209,TEMPLATE-004,Fiber Trenching - Excavation,2024-09-22,2024-09-30,Tiffany Alexander,Mumbai,In Progress,Medium,2024-10-04,TASK-000208
PROJ-00061,TASK-000210,TEMPLATE-004,Fiber Trenching - Cable Laying,2024-09-22,2024-10-01,Linda Hampton,Delhi,Completed,Medium,2024-10-04,TASK-000209
PROJ-00062,TASK-000211,TEMPLATE-008,Power Backup Setup - Survey,2025-03-28,2025-03-29,Valerie George,Mumbai,In Progress,High,2025-04-02,TASK-000210
PROJ-00062,TASK-000212,TEMPLATE-008,Power Backup Setup - Excavation,2025-03-28,2025-03-29,Susan Morales,Chennai,Not Started,High,2025-04-02,TASK-000211
PROJ-00062,TASK-000213,TEMPLATE-008,Power Backup Setup - Cable Laying,2025-03-28,2025-03-30,Charles Petersen,Mumbai,In Progress,Low,2025-04-02,TASK-000212
PROJ-00063,TASK-000214,TEMPLATE-008,Power Backup Setup - Survey,2024-10-18,2024-10-19,Paige Villa,Delhi,Delayed,High,2024-10-23,TASK-000213
PROJ-00063,TASK-000215,TEMPLATE-008,Power Backup Setup - Excavation,2024-10-18,2024-10-20,Christian Stark,Hyderabad,Completed,Medium,2024-10-23,TASK-000214
PROJ-00063,TASK-000216,TEMPLATE-008,Power Backup Setup - Cable Laying,2024-10-18,2024-10-20,Diana Moore,Bangalore,In Progress,Medium,2024-10-23,TASK-000215
PROJ-00064,TASK-000217,TEMPLATE-009,Power Backup Setup - Survey,2025-01-20,2025-01-22,David Durham,Bangalore,In Progress,High,2025-01-29,TASK-000216
PROJ-00064,TASK-000218,TEMPLATE-009,Power Backup Setup - Excavation,2025-01-20,2025-01-25,Maria Johnson,Delhi,Not Started,Medium,2025-01-29,TASK-000217
PROJ-00064,TASK-000219,TEMPLATE-009,Power Backup Setup - Cable Laying,2025-01-20,2025-01-27,Bradley Tucker,Bangalore,Completed,High,2025-01-29,TASK-000218
PROJ-00064,TASK-000220,TEMPLATE-009,Power Backup Setup - Testing,2025-01-20,2025-01-23,Adam Vasquez,Mumbai,Completed,High,2025-01-29,TASK-000219
PROJ-00064,TASK-000221,TEMPLATE-009,Power Backup Setup - Handover,2025-01-20,2025-01-23,Michael Anderson,Hyderabad,Delayed,Low,2025-01-29,TASK-000220
PROJ-00065,TASK-000222,TEMPLATE-008,Power Backup Setup - Survey,2025-02-15,2025-02-18,Stephanie Diaz,Bangalore,Completed,Medium,2025-02-20,TASK-000221
PROJ-00065,TASK-000223,TEMPLATE-008,Power Backup Setup - Excavation,2025-02-15,2025-02-18,Mrs. Bridget Mitchell,Hyderabad,Delayed,Medium,2025-02-20,TASK-000222
PROJ-00065,TASK-000224,TEMPLATE-008,Power Backup Setup - Cable Laying,2025-02-15,2025-02-17,Julie Mccall,Delhi,In Progress,High,2025-02-20,TASK-000223
PROJ-00066,TASK-000225,TEMPLATE-007,Site Acceptance Test - Survey,2024-11-05,2024-11-07,Jeffrey Hall,Bangalore,Not Started,Medium,2024-11-14,TASK-000224
PROJ-00066,TASK-000226,TEMPLATE-007,Site Acceptance Test - Excavation,2024-11-05,2024-11-11,Jesse Johnson,Bangalore,Delayed,Medium,2024-11-14,TASK-000225
PROJ-00066,TASK-000227,TEMPLATE-007,Site Acceptance Test - Cable Laying,2024-11-05,2024-11-11,Gregg Conner,Delhi,Delayed,Low,2024-11-14,TASK-000226
PROJ-00066,TASK-000228,TEMPLATE-007,Site Acceptance Test - Testing,2024-11-05,2024-11-07,Gina Montoya,Hyderabad,Completed,Low,2024-11-14,TASK-000227
PROJ-00066,TASK-000229,TEMPLATE-007,Site Acceptance Test - Handover,2024-11-05,2024-11-12,Vincent Knight,Bangalore,Not Started,High,2024-11-14,TASK-000228
PROJ-00067,TASK-000230,TEMPLATE-008,Power Backup Setup - Survey,2025-05-20,2025-05-21,Anthony Hall,Delhi,Delayed,High,2025-05-25,TASK-000229
PROJ-00067,TASK-000231,TEMPLATE-008,Power Backup Setup - Excavation,2025-05-20,2025-05-21,Edward Clark,Mumbai,Delayed,Medium,2025-05-25,TASK-000230
PROJ-00067,TASK-000232,TEMPLATE-008,Power Backup Setup - Cable Laying,2025-05-20,2025-05-22,Shelby Dean,Hyderabad,Delayed,High,2025-05-25,TASK-000231
PROJ-00068,TASK-000233,TEMPLATE-002,Fiber Trenching - Survey,2025-02-03,2025-02-09,David Fischer,Hyderabad,Delayed,Medium,2025-02-18,TASK-000232
PROJ-00068,TASK-000234,TEMPLATE-002,Fiber Trenching - Excavation,2025-02-03,2025-02-14,Shaun Andrews,Bangalore,Not Started,High,2025-02-18,TASK-000233
PROJ-00068,TASK-000235,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-02-03,2025-02-05,Jesse Johnson,Delhi,Completed,Low,2025-02-18,TASK-000234
PROJ-00069,TASK-000236,TEMPLATE-002,Fiber Trenching - Survey,2024-09-09,2024-09-16,Janet Kelly,Mumbai,Not Started,Medium,2024-09-24,TASK-000235
PROJ-00069,TASK-000237,TEMPLATE-002,Fiber Trenching - Excavation,2024-09-09,2024-09-12,Mrs. Heather Clark MD,Chennai,Not Started,Low,2024-09-24,TASK-000236
PROJ-00069,TASK-000238,TEMPLATE-002,Fiber Trenching - Cable Laying,2024-09-09,2024-09-15,Brooke Clark,Mumbai,Completed,Medium,2024-09-24,TASK-000237
PROJ-00070,TASK-000239,TEMPLATE-006,Power Backup Setup - Survey,2024-07-11,2024-07-18,Christopher Tucker,Delhi,In Progress,High,2024-07-27,TASK-000238
PROJ-00070,TASK-000240,TEMPLATE-006,Power Backup Setup - Excavation,2024-07-11,2024-07-18,Curtis Vincent,Hyderabad,In Progress,Low,2024-07-27,TASK-000239
PROJ-00070,TASK-000241,TEMPLATE-006,Power Backup Setup - Cable Laying,2024-07-11,2024-07-14,Jose Thompson,Mumbai,Delayed,High,2024-07-27,TASK-000240
PROJ-00071,TASK-000242,TEMPLATE-004,Fiber Trenching - Survey,2024-08-03,2024-08-11,Charles Mitchell,Hyderabad,In Progress,Low,2024-08-15,TASK-000241
PROJ-00071,TASK-000243,TEMPLATE-004,Fiber Trenching - Excavation,2024-08-03,2024-08-11,Kristen Berger,Chennai,Delayed,Medium,2024-08-15,TASK-000242
PROJ-00071,TASK-000244,TEMPLATE-004,Fiber Trenching - Cable Laying,2024-08-03,2024-08-04,Thomas Jenkins,Bangalore,Completed,High,2024-08-15,TASK-000243
PROJ-00072,TASK-000245,TEMPLATE-009,Power Backup Setup - Survey,2024-10-08,2024-10-10,Ryan Wyatt,Mumbai,Delayed,Medium,2024-10-17,TASK-000244
PROJ-00072,TASK-000246,TEMPLATE-009,Power Backup Setup - Excavation,2024-10-08,2024-10-13,Kathryn Flores,Chennai,Delayed,High,2024-10-17,TASK-000245
PROJ-00072,TASK-000247,TEMPLATE-009,Power Backup Setup - Cable Laying,2024-10-08,2024-10-11,Adam Nichols,Bangalore,Completed,Low,2024-10-17,TASK-000246
PROJ-00072,TASK-000248,TEMPLATE-009,Power Backup Setup - Testing,2024-10-08,2024-10-12,Alex Wilson,Bangalore,Not Started,Low,2024-10-17,TASK-000247
PROJ-00072,TASK-000249,TEMPLATE-009,Power Backup Setup - Handover,2024-10-08,2024-10-12,Shannon Barrera,Hyderabad,Completed,High,2024-10-17,TASK-000248
PROJ-00073,TASK-000250,TEMPLATE-005,RF Optimization - Survey,2025-01-02,2025-01-07,Brett Robles,Mumbai,Delayed,Medium,2025-01-12,TASK-000249
PROJ-00073,TASK-000251,TEMPLATE-005,RF Optimization - Excavation,2025-01-02,2025-01-03,Janet Brooks,Hyderabad,Not Started,High,2025-01-12,TASK-000250
PROJ-00073,TASK-000252,TEMPLATE-005,RF Optimization - Cable Laying,2025-01-02,2025-01-10,Mike Macdonald,Chennai,In Progress,High,2025-01-12,TASK-000251
PROJ-00073,TASK-000253,TEMPLATE-005,RF Optimization - Testing,2025-01-02,2025-01-08,Jorge Combs,Delhi,In Progress,High,2025-01-12,TASK-000252
PROJ-00074,TASK-000254,TEMPLATE-005,RF Optimization - Survey,2024-07-14,2024-07-17,Larry Hudson,Mumbai,Not Started,Medium,2024-07-24,TASK-000253
PROJ-00074,TASK-000255,TEMPLATE-005,RF Optimization - Excavation,2024-07-14,2024-07-22,Renee Lewis,Mumbai,Completed,High,2024-07-24,TASK-000254
PROJ-00074,TASK-000256,TEMPLATE-005,RF Optimization - Cable Laying,2024-07-14,2024-07-17,Michele Reyes,Mumbai,Completed,Medium,2024-07-24,TASK-000255
PROJ-00074,TASK-000257,TEMPLATE-005,RF Optimization - Testing,2024-07-14,2024-07-21,Angela Moreno,Delhi,In Progress,Low,2024-07-24,TASK-000256
PROJ-00075,TASK-000258,TEMPLATE-009,Power Backup Setup - Survey,2024-12-17,2024-12-20,Austin Perez,Hyderabad,Completed,Low,2024-12-26,TASK-000257
PROJ-00075,TASK-000259,TEMPLATE-009,Power Backup Setup - Excavation,2024-12-17,2024-12-20,Jennifer Bolton,Bangalore,Completed,High,2024-12-26,TASK-000258
PROJ-00075,TASK-000260,TEMPLATE-009,Power Backup Setup - Cable Laying,2024-12-17,2024-12-24,Kari Jones,Chennai,Not Started,Medium,2024-12-26,TASK-000259
PROJ-00075,TASK-000261,TEMPLATE-009,Power Backup Setup - Testing,2024-12-17,2024-12-18,Shawn Silva,Delhi,In Progress,High,2024-12-26,TASK-000260
PROJ-00075,TASK-000262,TEMPLATE-009,Power Backup Setup - Handover,2024-12-17,2024-12-23,Deborah Cisneros,Bangalore,Completed,Low,2024-12-26,TASK-000261
PROJ-00076,TASK-000263,TEMPLATE-007,Site Acceptance Test - Survey,2024-09-12,2024-09-13,Scott Sullivan,Chennai,Not Started,Medium,2024-09-21,TASK-000262
PROJ-00076,TASK-000264,TEMPLATE-007,Site Acceptance Test - Excavation,2024-09-12,2024-09-15,Nicolas Carey,Chennai,Delayed,High,2024-09-21,TASK-000263
PROJ-00076,TASK-000265,TEMPLATE-007,Site Acceptance Test - Cable Laying,2024-09-12,2024-09-15,Andrea Farrell,Mumbai,In Progress,Medium,2024-09-21,TASK-000264
PROJ-00076,TASK-000266,TEMPLATE-007,Site Acceptance Test - Testing,2024-09-12,2024-09-13,Justin Pearson,Hyderabad,Completed,High,2024-09-21,TASK-000265
PROJ-00076,TASK-000267,TEMPLATE-007,Site Acceptance Test - Handover,2024-09-12,2024-09-14,Michael Butler,Mumbai,Delayed,High,2024-09-21,TASK-000266
PROJ-00077,TASK-000268,TEMPLATE-005,RF Optimization - Survey,2025-05-08,2025-05-15,Shane Hill,Mumbai,In Progress,Low,2025-05-18,TASK-000267
PROJ-00077,TASK-000269,TEMPLATE-005,RF Optimization - Excavation,2025-05-08,2025-05-09,Michael Lin,Chennai,Delayed,Low,2025-05-18,TASK-000268
PROJ-00077,TASK-000270,TEMPLATE-005,RF Optimization - Cable Laying,2025-05-08,2025-05-10,Jonathan Montgomery,Delhi,In Progress,Medium,2025-05-18,TASK-000269
PROJ-00077,TASK-000271,TEMPLATE-005,RF Optimization - Testing,2025-05-08,2025-05-16,Nicole Diaz,Chennai,Delayed,High,2025-05-18,TASK-000270
PROJ-00078,TASK-000272,TEMPLATE-003,Site Acceptance Test - Survey,2025-05-03,2025-05-05,Colin Mccarthy,Mumbai,Delayed,High,2025-05-07,TASK-000271
PROJ-00078,TASK-000273,TEMPLATE-003,Site Acceptance Test - Excavation,2025-05-03,2025-05-05,Tara Dixon,Chennai,Not Started,High,2025-05-07,TASK-000272
PROJ-00078,TASK-000274,TEMPLATE-003,Site Acceptance Test - Cable Laying,2025-05-03,2025-05-05,Brent Hartman,Delhi,Delayed,Medium,2025-05-07,TASK-000273
PROJ-00079,TASK-000275,TEMPLATE-004,Fiber Trenching - Survey,2025-01-15,2025-01-21,Casey Mcgrath,Mumbai,Completed,High,2025-01-27,TASK-000274
PROJ-00079,TASK-000276,TEMPLATE-004,Fiber Trenching - Excavation,2025-01-15,2025-01-21,Lisa Perry,Mumbai,Delayed,Medium,2025-01-27,TASK-000275
PROJ-00079,TASK-000277,TEMPLATE-004,Fiber Trenching - Cable Laying,2025-01-15,2025-01-19,Douglas Clark,Mumbai,Delayed,Low,2025-01-27,TASK-000276
PROJ-00080,TASK-000278,TEMPLATE-004,Fiber Trenching - Survey,2024-11-23,2024-12-03,Juan Hood,Mumbai,Not Started,Medium,2024-12-05,TASK-000277
PROJ-00080,TASK-000279,TEMPLATE-004,Fiber Trenching - Excavation,2024-11-23,2024-11-27,Diane Ramsey,Delhi,In Progress,Low,2024-12-05,TASK-000278
PROJ-00080,TASK-000280,TEMPLATE-004,Fiber Trenching - Cable Laying,2024-11-23,2024-12-02,Jeffery West,Delhi,In Progress,Low,2024-12-05,TASK-000279
PROJ-00081,TASK-000281,TEMPLATE-006,Power Backup Setup - Survey,2024-10-13,2024-10-26,Amy Wilson,Delhi,Not Started,Medium,2024-10-29,TASK-000280
PROJ-00081,TASK-000282,TEMPLATE-006,Power Backup Setup - Excavation,2024-10-13,2024-10-27,Gloria Nichols,Delhi,In Progress,High,2024-10-29,TASK-000281
PROJ-00081,TASK-000283,TEMPLATE-006,Power Backup Setup - Cable Laying,2024-10-13,2024-10-18,Micheal Oneal,Delhi,Not Started,High,2024-10-29,TASK-000282
PROJ-00082,TASK-000284,TEMPLATE-001,5G Tower Installation - Survey,2025-05-20,2025-05-21,Robert Phelps,Mumbai,Completed,Low,2025-05-24,TASK-000283
PROJ-00082,TASK-000285,TEMPLATE-001,5G Tower Installation - Excavation,2025-05-20,2025-05-22,Robert Payne,Mumbai,In Progress,Medium,2025-05-24,TASK-000284
PROJ-00082,TASK-000286,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-05-20,2025-05-21,Diane Hensley,Delhi,Delayed,High,2025-05-24,TASK-000285
PROJ-00082,TASK-000287,TEMPLATE-001,5G Tower Installation - Testing,2025-05-20,2025-05-21,David Flynn,Mumbai,Delayed,Medium,2025-05-24,TASK-000286
PROJ-00082,TASK-000288,TEMPLATE-001,5G Tower Installation - Handover,2025-05-20,2025-05-22,Gabriel Moore,Hyderabad,Not Started,Medium,2025-05-24,TASK-000287
PROJ-00083,TASK-000289,TEMPLATE-009,Power Backup Setup - Survey,2025-03-11,2025-03-13,Denise Werner,Hyderabad,Not Started,High,2025-03-20,TASK-000288
PROJ-00083,TASK-000290,TEMPLATE-009,Power Backup Setup - Excavation,2025-03-11,2025-03-18,Richard Prince,Hyderabad,Completed,Medium,2025-03-20,TASK-000289
PROJ-00083,TASK-000291,TEMPLATE-009,Power Backup Setup - Cable Laying,2025-03-11,2025-03-17,April Costa,Mumbai,Not Started,Medium,2025-03-20,TASK-000290
PROJ-00083,TASK-000292,TEMPLATE-009,Power Backup Setup - Testing,2025-03-11,2025-03-18,Margaret Johnson,Bangalore,Delayed,High,2025-03-20,TASK-000291
PROJ-00083,TASK-000293,TEMPLATE-009,Power Backup Setup - Handover,2025-03-11,2025-03-12,Ruth Adams MD,Bangalore,Delayed,Low,2025-03-20,TASK-000292
PROJ-00084,TASK-000294,TEMPLATE-002,Fiber Trenching - Survey,2025-03-07,2025-03-13,Emily Dean,Hyderabad,In Progress,Low,2025-03-22,TASK-000293
PROJ-00084,TASK-000295,TEMPLATE-002,Fiber Trenching - Excavation,2025-03-07,2025-03-10,Jamie Holt,Chennai,Completed,Medium,2025-03-22,TASK-000294
PROJ-00084,TASK-000296,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-03-07,2025-03-17,Jennifer Williams,Hyderabad,Completed,Medium,2025-03-22,TASK-000295
PROJ-00085,TASK-000297,TEMPLATE-009,Power Backup Setup - Survey,2025-05-12,2025-05-17,Marissa Stanley,Bangalore,Not Started,High,2025-05-21,TASK-000296
PROJ-00085,TASK-000298,TEMPLATE-009,Power Backup Setup - Excavation,2025-05-12,2025-05-13,Joshua Sutton,Hyderabad,In Progress,Medium,2025-05-21,TASK-000297
PROJ-00085,TASK-000299,TEMPLATE-009,Power Backup Setup - Cable Laying,2025-05-12,2025-05-16,Tony Neal,Delhi,Delayed,Medium,2025-05-21,TASK-000298
PROJ-00085,TASK-000300,TEMPLATE-009,Power Backup Setup - Testing,2025-05-12,2025-05-19,Michelle Klein,Bangalore,Delayed,Medium,2025-05-21,TASK-000299
